53,1,7,,1735,Solutio problematis ad geometriam situs pertinentis
201,1,7,11-25,1753
309,1,7,,1758
313,1,7,
333,1,7,
334,1,7,
335,1,7,
338,1,7,
403,1,7,
412,1,7,
473,1,7,
476,1,7,246-261,Observationes circa novum et singulare progressionum genus
488,1,7,
530,1,7,
599,1,7,
600,1,7,
628,1,7,
738,1,7,
795,1,7,
811,1,7,
812,1,7,
813,1,7,495-506
