275,1,15,1-15
280,1,15,40-52
281,1,15,31-49,1757,Specimen algorithmi singularis
326,1,15,50-69,1763,Observationes analyticae
352,1,15,
393,1,15,
432,1,15,
447,1,15,
453,1,15,
465,1,15,
477,1,15,
489,1,15,
507,1,15,
522,1,15,
550,1,15,
551,1,15,
553,1,15,
555,1,15,
561,1,15,
562,1,15,
565,1,15,
575,1,15,
583,1,15,
584,1,15,
592,1,15,
593,1,15,
597,1,15,
